Requester,Testing Purpose,Windows Version,Memory Count,Times,Retry Times,SSID,Platform,HW Phase,Test Date,BIOS,CPU,RAM,GPU,Graphics Driver,OGH Version,OGH Profile,OGH Power Mode,OGH Graphics Mode,OGH Booster Optimizer,Note,Game Title,Video Resolution,Super Resolution Mode,Super Resolution Quality,Frame Generation Mode,Frame Generation Quality,Ray Tracing,Graphics Preset,Average FPS(In Game),1% Low Average FPS(In Game),Average FPS(CapFrameX),1% Low Average FPS(CapFrameX),Stuttering(s),Sensor Data - CPU Power(W),Sensor Data - CPU temp('C),Sensor Data - GPU Power(W),Sensor Data - GPU Temp('C)
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,2560x1440,dlss,balanced,,,,high,191.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,2560x1440,dlss,performance,,,,high,207.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,2560x1440,dlss,ultra_performance,,,,high,214.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,2560x1440,dlss,quality,,,,highest,163.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,2560x1440,dlss,balanced,,,,highest,177.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,2560x1440,dlss,performance,,,,highest,196,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,2560x1440,dlss,ultra_performance,,,,highest,217.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,quality,,,,lowest,247.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,balanced,,,,lowest,249.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,performance,,,,lowest,248,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,ultra_performance,,,,lowest,244.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,quality,,,,low,238.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,balanced,,,,low,235,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,performance,,,,low,244.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,ultra_performance,,,,low,242.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,quality,,,,medium,216.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,balanced,,,,medium,228.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,performance,,,,medium,234.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,ultra_performance,,,,medium,228.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,quality,,,,high,211.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,balanced,,,,high,217.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,performance,,,,high,229.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,ultra_performance,,,,high,237.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,quality,,,,highest,208.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,balanced,,,,highest,216.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,performance,,,,highest,217.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Shadow of the Tomb Raider,1920x1080,dlss,ultra_performance,,,,highest,232,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,disable,,disable,,,low,122.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,disable,,disable,,,medium,95.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,disable,,disable,,,high,80.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,disable,,disable,,,ultra,68.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,disable,,disable,,,steam_deck,94.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,disable,,disable,,,ray_tracing_low,60.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,disable,,disable,,,ray_tracing_medium,35.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,disable,,disable,,,ray_tracing_ultra,28.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,low,153.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,medium,140.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,high,118.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,ultra,106,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,steam_deck,142,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,ray_tracing_low,96.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,ray_tracing_medium,58.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,ray_tracing_ultra,46.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.05,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,1920x1080,disable,,disable,,,ray_tracing_overdrive,25,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,low,176.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,low,229.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,low,269.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,low,186.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x3,,low,239.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x4,,low,281.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x2,,low,196,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x3,,low,249.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x4,,low,290.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x2,,low,234.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x3,,low,291.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x4,,low,330.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,medium,159.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,medium,210,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,medium,248.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,medium,170.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x3,,medium,223.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x4,,medium,262.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x2,,medium,182.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x3,,medium,236.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x4,,medium,276.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x2,,medium,222.3,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x3,,medium,278.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x4,,medium,318.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,high,142.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,high,189.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,high,225,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,high,151.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x3,,high,200.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x4,,high,237.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x2,,high,161.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x3,,high,211.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x4,,high,249,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x2,,high,192,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x3,,high,248.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x4,,high,287,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,ultra,118.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,ultra,160.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,ultra,195.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,ultra,133,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x3,,ultra,178.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x4,,ultra,213.2,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x2,,ultra,146.8,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x3,,ultra,193.9,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,performance,dlss,x4,,ultra,231.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x2,,ultra,182.7,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x3,,ultra,235.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,ultra_performance,dlss,x4,,ultra,275.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x2,,steam_deck,155.6,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x3,,steam_deck,206.5,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,quality,dlss,x4,,steam_deck,244.4,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x2,,steam_deck,167.1,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x3,,steam_deck,219,,,,,,,,
,,26200.8875,2,1,,8F1C,,,,F.01,Intel(R) Core(TM) Ultra 9 290HX Plus,64856 MB,NVIDIA GeForce RTX 5070 Laptop GPU,592.47,,,,,,,Cyberpunk 2077,2560x1440,dlss,balanced,dlss,x4,,steam_deck,257.9,,,,,,,,
